task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,description,task_type,required_stack,required_skills,complexity,priority,business_criticality,deadline_days,estimated_hours,dependencies_count,is_growth_task,source,created_at,updated_at
TASK-1577,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV — модуля командной загрузки,"Сформировать CSV-отчёт по задачам, рекомендациям, загрузке и рискам. Контекст задачи: reporting.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,high,3,56,43,1,False,synthetic,2023-04-22T00:00:00,2023-04-26T00:00:00
TASK-1578,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — пайплайна рекомендаций,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: team workload.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,low,3,56,17,2,False,synthetic,2023-07-14T00:00:00,2023-07-17T00:00:00
TASK-1579,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV — модуля авторизации,"Сформировать CSV-отчёт по задачам, рекомендациям, загрузке и рискам. Контекст задачи: Plane integration.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,high,3,14,28,5,False,synthetic,2024-05-25T00:00:00,2024-06-04T00:00:00
TASK-1580,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — экспорта данных,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: fairness analysis.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,3,48,42,1,True,synthetic,2024-11-19T00:00:00,2024-11-23T00:00:00
TASK-1581,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Подготовить demo сценарии проекта — системы отчётов,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: billing.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,high,3,13,19,4,True,synthetic,2026-01-03T00:00:00,2026-01-03T00:00:00
TASK-1582,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить endpoint для статистики команды — ML-пайплайна,"Реализовать backend endpoint, который возвращает агрегированную статистику по задачам и загрузке команды. Контекст задачи: team workload.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,medium,4,13,30,7,False,synthetic,2024-11-27T00:00:00,2024-12-01T00:00:00
TASK-1583,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — модуля безопасности,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: dashboard.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,low,2,35,24,6,True,synthetic,2023-03-16T00:00:00,2023-03-30T00:00:00
TASK-1584,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Рефакторинг расчёта recommendation score — ML-пайплайна,"Выделить отдельные функции для skill, workload, growth и risk score. Контекст задачи: team workload.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",3,high,4,60,28,5,False,synthetic,2024-12-20T00:00:00,2024-12-30T00:00:00
TASK-1585,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — аналитического dashboard,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: reporting.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,low,4,35,36,4,True,synthetic,2023-07-24T00:00:00,2023-08-06T00:00:00
TASK-1586,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить некорректный расчёт дедлайна — пайплайна рекомендаций,Исправить расчёт deadline_days для задач без target date и задач с просроченным сроком. Контекст задачи: billing.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",1,medium,1,20,20,5,False,synthetic,2023-05-04T00:00:00,2023-05-07T00:00:00
TASK-1587,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Добавить text embeddings для описаний задач — системы уведомлений,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: Plane integration.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",3,none,3,21,35,3,False,synthetic,2026-05-02T00:00:00,2026-05-10T00:00:00
TASK-1588,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах — интеграции с Plane,Переписать тяжёлые запросы аналитики и добавить индексы для ускорения отчётов. Контекст задачи: permissions.,database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,medium,5,17,60,4,True,synthetic,2025-11-01T00:00:00,2025-11-07T00:00:00
TASK-1589,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — модуля командной загрузки,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: Plane integration.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,low,3,12,19,7,False,synthetic,2025-03-12T00:00:00,2025-03-27T00:00:00
TASK-1590,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач — ML-пайплайна,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: fairness analysis.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,high,4,58,32,1,False,synthetic,2026-05-31T00:00:00,2026-06-15T00:00:00
TASK-1591,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — ML-пайплайна,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: analytics.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,4,13,27,4,False,synthetic,2024-11-23T00:00:00,2024-11-24T00:00:00
TASK-1592,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Собрать отчёт по fairness рекомендаций — системы отчётов,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: recommendation engine.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,medium,3,57,33,7,False,synthetic,2026-01-20T00:00:00,2026-02-04T00:00:00
TASK-1593,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — экспорта данных,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: notifications.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,medium,1,25,28,2,False,synthetic,2024-01-24T00:00:00,2024-02-06T00:00:00
TASK-1594,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — модуля безопасности,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: dashboard.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,low,2,19,19,5,False,synthetic,2025-10-27T00:00:00,2025-10-31T00:00:00
TASK-1595,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload — модуля безопасности,Построить график текущей загрузки команды и выделить перегруженных сотрудников. Контекст задачи: reporting.,analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",4,low,3,23,30,6,False,synthetic,2023-01-27T00:00:00,2023-02-11T00:00:00
TASK-1596,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload — аналитического dashboard,Построить график текущей загрузки команды и выделить перегруженных сотрудников. Контекст задачи: audit logs.,analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",2,none,3,15,31,7,True,synthetic,2025-09-18T00:00:00,2025-10-08T00:00:00
TASK-1597,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — модуля командной загрузки,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: audit logs.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,urgent,5,13,29,5,True,synthetic,2025-12-06T00:00:00,2025-12-23T00:00:00
TASK-1598,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать структуру synthetic data — пайплайна рекомендаций,"Зафиксировать поля employees, tasks и assignments для будущих отчётов. Контекст задачи: model metrics.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,low,2,32,15,1,True,synthetic,2025-11-05T00:00:00,2025-11-24T00:00:00
TASK-1599,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач — системы уведомлений,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: model metrics.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,urgent,5,33,28,2,False,synthetic,2025-04-11T00:00:00,2025-04-18T00:00:00
TASK-1600,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker — модуля командной загрузки,"Проверить сортировку top-3, penalty за перегруз и growth mode. Контекст задачи: audit logs.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",2,low,2,59,15,2,False,synthetic,2024-09-15T00:00:00,2024-10-02T00:00:00
TASK-1601,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — пайплайна рекомендаций,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: reporting.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",3,high,4,50,21,4,False,synthetic,2025-10-22T00:00:00,2025-11-03T00:00:00
TASK-1602,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker — аналитического dashboard,"Проверить сортировку top-3, penalty за перегруз и growth mode. Контекст задачи: recommendation engine.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,high,3,34,16,0,False,synthetic,2026-04-24T00:00:00,2026-04-30T00:00:00
TASK-1603,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта — модуля авторизации,"Добавить документацию по запуску Plane, COMPASS API, dashboard и генерации данных. Контекст задачи: model metrics.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,urgent,3,60,1,1,True,synthetic,2025-09-15T00:00:00,2025-09-19T00:00:00
TASK-1604,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить CI-проверку линтера и тестов — интеграции с Plane,Добавить команды проверки кода и тестов для автоматического контроля качества. Контекст задачи: fairness analysis.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",3,high,5,46,48,3,False,synthetic,2024-04-10T00:00:00,2024-04-20T00:00:00
TASK-1605,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores — ML-пайплайна,"Сохранять score модели, режим рекомендации и дату расчёта. Контекст задачи: permissions.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,4,22,44,5,False,synthetic,2026-04-27T00:00:00,2026-05-03T00:00:00
TASK-1606,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач — аналитического dashboard,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: data export.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,low,5,34,33,7,False,synthetic,2024-03-08T00:00:00,2024-03-18T00:00:00
TASK-1607,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — модуля командной загрузки,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: dashboard.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,medium,5,42,21,3,False,synthetic,2026-04-25T00:00:00,2026-05-12T00:00:00
TASK-1608,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — системы отчётов,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: recommendation engine.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,medium,4,50,51,3,False,synthetic,2024-05-18T00:00:00,2024-06-07T00:00:00
TASK-1609,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Настроить Docker Compose для dev-окружения — системы отчётов,Подготовить локальный запуск сервисов COMPASS AI рядом с self-hosted Plane. Контекст задачи: ML pipeline.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",4,medium,3,47,31,8,False,synthetic,2023-09-11T00:00:00,2023-10-01T00:00:00
TASK-1610,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах — модуля безопасности,Переписать тяжёлые запросы аналитики и добавить индексы для ускорения отчётов. Контекст задачи: analytics.,database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,low,5,46,31,2,False,synthetic,2023-12-13T00:00:00,2023-12-23T00:00:00
TASK-1611,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — модуля авторизации,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: billing.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",3,high,3,2,17,3,False,synthetic,2023-01-25T00:00:00,2023-02-03T00:00:00
TASK-1612,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — пайплайна рекомендаций,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: team workload.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,low,3,35,19,6,True,synthetic,2023-04-12T00:00:00,2023-04-20T00:00:00
TASK-1613,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — модуля командной загрузки,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: model metrics.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",2,medium,1,48,23,1,False,synthetic,2023-11-21T00:00:00,2023-12-02T00:00:00
TASK-1614,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Разделить генератор данных на независимые шаги — ML-пайплайна,"Сделать генерацию сотрудников, задач и назначений независимой и воспроизводимой. Контекст задачи: fairness analysis.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,low,3,32,28,6,False,synthetic,2023-10-19T00:00:00,2023-11-05T00:00:00
TASK-1615,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить Docker Compose для dev-окружения — модуля командной загрузки,Подготовить локальный запуск сервисов COMPASS AI рядом с self-hosted Plane. Контекст задачи: Plane integration.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",5,low,4,34,42,5,True,synthetic,2025-12-25T00:00:00,2026-01-05T00:00:00
TASK-1616,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить фильтрацию задач по статусу — пайплайна рекомендаций,"Расширить API задач фильтрами по статусу, приоритету и исполнителю. Контекст задачи: reporting.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",2,medium,1,54,18,5,False,synthetic,2025-11-01T00:00:00,2025-11-11T00:00:00
TASK-1617,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — системы уведомлений,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: dashboard.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,2,20,42,4,False,synthetic,2025-06-23T00:00:00,2025-07-07T00:00:00
TASK-1618,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — аналитического dashboard,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: permissions.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,4,29,41,0,False,synthetic,2023-11-06T00:00:00,2023-11-08T00:00:00
TASK-1619,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить страницу командной загрузки — ML-пайплайна,"Сделать UI-страницу с таблицей сотрудников, текущей загрузкой и индикаторами риска. Контекст задачи: fairness analysis.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,medium,5,14,28,7,False,synthetic,2023-05-10T00:00:00,2023-05-12T00:00:00
TASK-1620,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — ML-пайплайна,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: dashboard.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,medium,2,3,12,8,True,synthetic,2024-10-03T00:00:00,2024-10-19T00:00:00
TASK-1621,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — пайплайна рекомендаций,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: notifications.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,high,3,45,24,2,False,synthetic,2025-12-23T00:00:00,2026-01-05T00:00:00
TASK-1622,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — экспорта данных,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: auth.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",3,medium,3,17,26,2,False,synthetic,2024-09-26T00:00:00,2024-10-06T00:00:00
TASK-1623,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Подключить чтение work items из Plane — экспорта данных,Получить список задач проекта через Plane API и привести ответ к внутреннему формату COMPASS AI. Контекст задачи: dashboard.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",3,low,2,53,32,4,True,synthetic,2023-09-22T00:00:00,2023-09-27T00:00:00
TASK-1624,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты генерации сотрудников — аналитического dashboard,"Проверить уникальность employee_id, диапазоны workload и корректные уровни skills. Контекст задачи: ML pipeline.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",1,medium,1,34,4,6,False,synthetic,2024-06-18T00:00:00,2024-07-06T00:00:00
TASK-1625,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload — интеграции с Plane,Построить график текущей загрузки команды и выделить перегруженных сотрудников. Контекст задачи: dashboard.,analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,low,3,24,29,6,False,synthetic,2024-10-15T00:00:00,2024-10-23T00:00:00
TASK-1626,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — модуля командной загрузки,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: fairness analysis.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,high,3,58,1,1,True,synthetic,2023-09-22T00:00:00,2023-09-30T00:00:00
TASK-1627,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — экспорта данных,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: auth.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,urgent,3,6,19,2,True,synthetic,2023-02-20T00:00:00,2023-02-24T00:00:00
TASK-1628,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — модуля безопасности,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: notifications.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,medium,4,6,25,7,False,synthetic,2023-07-13T00:00:00,2023-07-23T00:00:00
TASK-1629,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать структуру synthetic data — пайплайна рекомендаций,"Зафиксировать поля employees, tasks и assignments для будущих отчётов. Контекст задачи: analytics.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,high,2,40,8,2,True,synthetic,2025-11-02T00:00:00,2025-11-19T00:00:00
TASK-1630,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — экспорта данных,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: ML pipeline.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,3,29,47,5,False,synthetic,2023-08-08T00:00:00,2023-08-10T00:00:00
TASK-1631,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать отчёт по fairness рекомендаций — системы уведомлений,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: team workload.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,high,5,59,33,7,False,synthetic,2025-03-13T00:00:00,2025-03-25T00:00:00
TASK-1632,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — интеграции с Plane,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: Plane integration.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,medium,3,13,11,7,True,synthetic,2026-06-13T00:00:00,2026-06-16T00:00:00
TASK-1633,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Упростить слой интеграции с Plane — пайплайна рекомендаций,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: model metrics.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",2,medium,2,53,40,4,True,synthetic,2026-05-02T00:00:00,2026-05-12T00:00:00
TASK-1634,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать отчёт по fairness рекомендаций — модуля безопасности,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: data export.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",2,urgent,3,28,26,3,False,synthetic,2024-01-08T00:00:00,2024-01-24T00:00:00
TASK-1635,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать отчёт по fairness рекомендаций — экспорта данных,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: model metrics.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",2,medium,2,28,19,3,False,synthetic,2024-03-28T00:00:00,2024-03-30T00:00:00
TASK-1636,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать структуру synthetic data — системы уведомлений,"Зафиксировать поля employees, tasks и assignments для будущих отчётов. Контекст задачи: notifications.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,low,1,4,7,5,True,synthetic,2025-11-13T00:00:00,2025-11-24T00:00:00
TASK-1637,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — модуля безопасности,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: auth.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,49,14,0,True,synthetic,2024-01-08T00:00:00,2024-01-14T00:00:00
TASK-1638,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — экспорта данных,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: Plane integration.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,urgent,2,58,23,3,False,synthetic,2025-05-27T00:00:00,2025-05-27T00:00:00
